Hotel_Name,Room_Type,Room_Price,Top_Comment,Rating,Total_Reviews,Hotel_Link
"Sheraton Grand Hotel, Dubai","Deluxe Room, Guest room, King","PKR 137,085",Very good,8.3,"2,245 reviews",https://www.booking.com/hotel/ae/sheraton-grand-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=180&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=113961818_246935403_0_42_0&highlighted_blocks=113961818_246935403_0_42_0&matching_block_id=113961818_246935403_0_42_0&sr_pri_blocks=113961818_246935403_0_42_0__190000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Regent Palace Hotel,Standard Room,"PKR 16,729",Review score,5.9,411 reviews,https://www.booking.com/hotel/ae/regent-palace.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=181&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=6730101_0_2_0_0&highlighted_blocks=6730101_0_2_0_0&matching_block_id=6730101_0_2_0_0&sr_pri_blocks=6730101_0_2_0_0__23187&tpi_r=1&from=searchresults#hotelTmpl
Address Fountain Views,"Club Room – Lounge access serving lunch, afternoon tea, and dinner","PKR 209,163",Superb,9.0,819 reviews,https://www.booking.com/hotel/ae/address-fountain-views.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=182&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=439625303_201664909_0_1_0&highlighted_blocks=439625303_201664909_0_1_0&matching_block_id=439625303_201664909_0_1_0&sr_pri_blocks=439625303_201664909_0_1_0__289900&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Premier Inn Dubai Dragon Mart,Family Room - Non Smoking,"PKR 21,573",Good,7.7,"4,809 reviews",https://www.booking.com/hotel/ae/premier-inn-dubai-dragon-mart.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=183&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=553844002_285238190_2_2_0&highlighted_blocks=553844002_285238190_2_2_0&matching_block_id=553844002_285238190_2_2_0&sr_pri_blocks=553844002_285238190_2_2_0__29900&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Delta Hotels by Marriott Dubai Investment Park,Standard King Room,"PKR 25,613",Very good,8.2,"1,323 reviews",https://www.booking.com/hotel/ae/delta-hotels-by-marriott-green-community-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=184&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=380524723_358033676_2_42_0&highlighted_blocks=380524723_358033676_2_42_0&matching_block_id=380524723_358033676_2_42_0&sr_pri_blocks=380524723_358033676_2_42_0__35500&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Al Jaddaf Rotana Suite Hotel,Twin Bed Room - City View,"PKR 83,838",Superb,9.1,"2,129 reviews",https://www.booking.com/hotel/ae/al-jaddaf-rotana-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=185&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=665509403_344635336_0_42_0&highlighted_blocks=665509403_344635336_0_42_0&matching_block_id=665509403_344635336_0_42_0&sr_pri_blocks=665509403_344635336_0_42_0__116200&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Golden Sands Hotel Apartments,Deluxe Studio - Golden Sands 5,"PKR 20,768",Good,7.8,"9,961 reviews",https://www.booking.com/hotel/ae/golden-sands-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=186&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=6741526_0_2_0_0&highlighted_blocks=6741526_0_2_0_0&matching_block_id=6741526_0_2_0_0&sr_pri_blocks=6741526_0_2_0_0__28785&tpi_r=1&from=searchresults#hotelTmpl
"Copthorne Lakeview Hotel Dubai, Green Community",Lake View Deluxe Twin Room,"PKR 23,737",Good,7.9,"1,616 reviews",https://www.booking.com/hotel/ae/copthorne-lakeview-hotel-dubai-green-community.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=187&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=7379413_345749515_2_42_0&highlighted_blocks=7379413_345749515_2_42_0&matching_block_id=7379413_345749515_2_42_0&sr_pri_blocks=7379413_345749515_2_42_0__32900&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Icon Hotel Apartments,Standard Studio,"PKR 13,571",Review score,5.7,451 reviews,https://www.booking.com/hotel/ae/icon-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=188&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=36115901_92754211_0_1_0&highlighted_blocks=36115901_92754211_0_1_0&matching_block_id=36115901_92754211_0_1_0&sr_pri_blocks=36115901_92754211_0_1_0__18810&tpi_r=2&from=searchresults#hotelTmpl
Coral Dubai Deira Hotel,Standard Twin Room,"PKR 27,056",Good,7.9,"1,509 reviews",https://www.booking.com/hotel/ae/coral-deira-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=189&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=6722859_364355672_2_42_0&highlighted_blocks=6722859_364355672_2_42_0&matching_block_id=6722859_364355672_2_42_0&sr_pri_blocks=6722859_364355672_2_42_0__37500&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Premier Inn Dubai Al Jaddaf,Family Room,"PKR 28,788",Very good,8.4,"6,946 reviews",https://www.booking.com/hotel/ae/premier-inn-dubai-al-jaddaf.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=190&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=434975703_187372461_2_2_0&highlighted_blocks=434975703_187372461_2_2_0&matching_block_id=434975703_187372461_2_2_0&sr_pri_blocks=434975703_187372461_2_2_0__39900&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Avani Ibn Battuta Dubai Hotel,AVANI Superior Pool View Room,"PKR 38,020",Very good,8.3,"2,688 reviews",https://www.booking.com/hotel/ae/avani-ibn-battuta-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=191&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=560908107_0_2_0_0&highlighted_blocks=560908107_0_2_0_0&matching_block_id=560908107_0_2_0_0&sr_pri_blocks=560908107_0_2_0_0__52695&tpi_r=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"voco Dubai The Palm, an IHG Hotel",Deluxe Room,"PKR 89,466",Superb,9.3,39 reviews,https://www.booking.com/hotel/ae/voco-dubai-the-palm-an-ihg.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=192&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=845395301_354140225_2_34_0&highlighted_blocks=845395301_354140225_2_34_0&matching_block_id=845395301_354140225_2_34_0&sr_pri_blocks=845395301_354140225_2_34_0__124000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Palazzo Versace Dubai,Premier Versace Room with Creek View,"PKR 132,932",Fabulous,8.7,"3,293 reviews",https://www.booking.com/hotel/ae/palazzo-versace-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=193&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=142449004_0_2_0_0&highlighted_blocks=142449004_0_2_0_0&matching_block_id=142449004_0_2_0_0&sr_pri_blocks=142449004_0_2_0_0__184244&tpi_r=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Citymax Hotel Al Barsha at the Mall,Twin Room with 20% off F&B,"PKR 33,766",Good,7.9,"6,651 reviews",https://www.booking.com/hotel/ae/citymax-al-barsha.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=194&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=23865003_88789285_0_2_0&highlighted_blocks=23865003_88789285_0_2_0&matching_block_id=23865003_88789285_0_2_0&sr_pri_blocks=23865003_88789285_0_2_0__46800&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Heritage Home Guest House,Double Room,"PKR 25,974",Very good,8.4,67 reviews,https://www.booking.com/hotel/ae/heritage-home-guest-house-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=195&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=831056502_348271287_2_42_0&highlighted_blocks=831056502_348271287_2_42_0&matching_block_id=831056502_348271287_2_42_0&sr_pri_blocks=831056502_348271287_2_42_0__36000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Majestic City Retreat Hotel ( Formerly Majestic Hotel Tower),Economy Double or Twin Room,"PKR 38,377",Good,7.7,"2,229 reviews",https://www.booking.com/hotel/ae/majestic-tower.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=196&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=6753902_0_2_0_0&highlighted_blocks=6753902_0_2_0_0&matching_block_id=6753902_0_2_0_0&sr_pri_blocks=6753902_0_2_0_0__53191&tpi_r=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Raffles The Palm,Premier Ocean View Room With balcony,"PKR 210,751",Superb,9.1,877 reviews,https://www.booking.com/hotel/ae/raffles-the-palm.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=197&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=394784028_122846735_2_42_0&highlighted_blocks=394784028_122846735_2_42_0&matching_block_id=394784028_122846735_2_42_0&sr_pri_blocks=394784028_122846735_2_42_0__292100&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Excelsior Hotel Downtown,Superior Double Room,"PKR 21,025",Good,7.7,"1,616 reviews",https://www.booking.com/hotel/ae/holiday-inn-downtown-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=198&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=2383014_0_2_0_0&highlighted_blocks=2383014_0_2_0_0&matching_block_id=2383014_0_2_0_0&sr_pri_blocks=2383014_0_2_0_0__29141&tpi_r=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Pullman Dubai Creek City Centre,Standard Double Smoking - Tower A,"PKR 108,225",Very good,8.1,"2,035 reviews",https://www.booking.com/hotel/ae/pullman-dubai-creek-city-centre.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=199&sr_order=popularity&srpvid=4b574196151104ed&srepoch=1677748783&all_sr_blocks=6730504_86361113_2_42_0&highlighted_blocks=6730504_86361113_2_42_0&matching_block_id=6730504_86361113_2_42_0&sr_pri_blocks=6730504_86361113_2_42_0__150000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
JA Lake View Hotel (JA The Resort),Deluxe Room - King Bed,"PKR 59,524",Fabulous,8.7,581 reviews,https://www.booking.com/hotel/ae/ja-lake-view.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=201&sr_order=popularity&srpvid=677141b153320270&srepoch=1677748835&all_sr_blocks=550906801_363555230_2_41_0&highlighted_blocks=550906801_363555230_2_41_0&matching_block_id=550906801_363555230_2_41_0&sr_pri_blocks=550906801_363555230_2_41_0__82500&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Mount Royal Hotel,Deluxe Double Room,"PKR 13,636",Review score,3.8,515 reviews,https://www.booking.com/hotel/ae/mount-royal.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=202&sr_order=popularity&srpvid=677141b153320270&srepoch=1677748835&all_sr_blocks=24605402_194012332_0_2_0&highlighted_blocks=24605402_194012332_0_2_0&matching_block_id=24605402_194012332_0_2_0&sr_pri_blocks=24605402_194012332_0_2_0__18900&tpi_r=2&from=searchresults#hotelTmpl
Gulf Inn Hotel Deira Formerly City Star Hotel,Standard Double or Twin Room,"PKR 36,436",Review score,6.3,375 reviews,https://www.booking.com/hotel/ae/city-star.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=203&sr_order=popularity&srpvid=677141b153320270&srepoch=1677748835&all_sr_blocks=6856009_89601442_2_2_0&highlighted_blocks=6856009_89601442_2_2_0&matching_block_id=6856009_89601442_2_2_0&sr_pri_blocks=6856009_89601442_2_2_0__50500&tpi_r=2&from=searchresults#hotelTmpl
Golden Sands-Dubai Creek,Deluxe Twin Room,"PKR 119,893",Superb,9.0,"3,760 reviews",https://www.booking.com/hotel/ae/golden-sands-hotel-dubai-creek.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=204&sr_order=popularity&srpvid=677141b153320270&srepoch=1677748835&all_sr_blocks=7345823_94287689_0_42_0&highlighted_blocks=7345823_94287689_0_42_0&matching_block_id=7345823_94287689_0_42_0&sr_pri_blocks=7345823_94287689_0_42_0__166172&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Abidos Hotel Apartment Dubai Land,One-Bedroom Apartment,"PKR 34,082",Good,7.7,"2,420 reviews",https://www.booking.com/hotel/ae/abidos-apartment.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=205&sr_order=popularity&srpvid=677141b153320270&srepoch=1677748835&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__47237&tpi_r=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Karoon Hotel,Deluxe Triple Room,"PKR 17,172",Review score,4.7,61 reviews,https://www.booking.com/hotel/ae/karoon.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=206&sr_order=popularity&srpvid=677141b153320270&srepoch=1677748835&all_sr_blocks=787845503_338360722_0_0_0&highlighted_blocks=787845503_338360722_0_0_0&matching_block_id=787845503_338360722_0_0_0&sr_pri_blocks=787845503_338360722_0_0_0__23800&tpi_r=2&from=searchresults#hotelTmpl
Hilton Dubai Palm Jumeirah,Guest Room with Two Double Beds and Balcony,"PKR 101,010",Fabulous,8.8,402 reviews,https://www.booking.com/hotel/ae/hilton-dubai-palm-jumeirah.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=207&sr_order=popularity&srpvid=677141b153320270&srepoch=1677748835&all_sr_blocks=774755101_335842080_2_42_0&highlighted_blocks=774755101_335842080_2_42_0&matching_block_id=774755101_335842080_2_42_0&sr_pri_blocks=774755101_335842080_2_42_0__140000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
